student_id,gender,is_active,attendance_min,attendance_max,assignment_min,assignment_max,cie_min,cie_max,see_min,see_max,credits_registered,credits_earned,sgpa,cgpa,failed_courses,backlog_courses,semester_result,registration_status,is_repeat,attendance_percentage,assignment_completion,lms_activity_score,cie_marks,see_marks,total_marks,grade_letter,grade_point,credit_points,credits_earned_marks,result,dropout_risk,has_registration,has_marks,failed_course_risk,backlog_risk,attendance_risk,assignment_risk,lms_risk,cgpa_risk,repeat_course_risk,credit_completion_ratio
ST000011,0,True,65,85,60,80,10,24,30,58,16.0,16.0,6.75,6.75,0,0,2,1,0,72.0,60.0,73.0,17.0,30.0,47.0,4,5.0,20.0,4.0,1,2,1,1,0,0,1,0,0,0,0,1.0
ST000011,0,True,65,85,60,80,10,24,30,58,16.0,16.0,6.75,6.75,0,0,2,1,0,69.0,61.0,58.0,19.0,50.0,69.0,3,7.0,28.0,4.0,1,2,1,1,0,0,1,0,0,0,0,1.0
ST000011,0,True,65,85,60,80,10,24,30,58,16.0,16.0,6.75,6.75,0,0,2,1,0,75.0,70.0,61.0,11.0,49.0,60.0,3,7.0,28.0,4.0,1,2,1,1,0,0,0,0,0,0,0,1.0
ST000012,0,True,40,65,35,60,4,16,15,40,16.0,8.0,2.25,2.25,2,2,3,1,0,57.0,57.0,47.0,6.0,40.0,46.0,4,5.0,20.0,4.0,1,0,1,1,0,1,1,1,1,1,0,1.0
ST000012,0,True,40,65,35,60,4,16,15,40,16.0,8.0,2.25,2.25,2,2,3,1,0,63.0,52.0,48.0,9.0,28.0,37.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,0.0
ST000012,0,True,40,65,35,60,4,16,15,40,16.0,8.0,2.25,2.25,2,2,3,1,1,58.0,43.0,44.0,14.0,24.0,38.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,1,0.0
ST000012,0,True,40,65,35,60,4,16,15,40,16.0,8.0,2.25,2.25,2,2,3,1,0,62.0,46.0,50.0,8.0,34.0,42.0,7,4.0,16.0,4.0,1,0,1,1,0,1,1,1,0,1,0,1.0
ST000013,0,True,90,100,90,100,24,30,55,70,16.0,16.0,9.25,9.25,0,0,2,1,0,96.0,99.0,87.0,26.0,56.0,82.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000013,0,True,90,100,90,100,24,30,55,70,16.0,16.0,9.25,9.25,0,0,2,1,0,100.0,91.0,92.0,25.0,60.0,85.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000013,0,True,90,100,90,100,24,30,55,70,16.0,16.0,9.25,9.25,0,0,2,1,0,97.0,100.0,89.0,28.0,57.0,85.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000013,0,True,90,100,90,100,24,30,55,70,16.0,16.0,9.25,9.25,0,0,2,1,0,92.0,97.0,93.0,28.0,63.0,91.0,6,10.0,40.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000014,0,True,65,85,60,80,10,24,30,58,16.0,16.0,5.75,5.75,0,0,2,1,0,78.0,73.0,69.0,12.0,35.0,47.0,4,5.0,20.0,4.0,1,2,1,1,0,0,0,0,0,1,0,1.0
ST000014,0,True,65,85,60,80,10,24,30,58,16.0,16.0,5.75,5.75,0,0,2,1,0,67.0,60.0,53.0,14.0,50.0,64.0,3,7.0,28.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000014,0,True,65,85,60,80,10,24,30,58,16.0,16.0,5.75,5.75,0,0,2,1,0,72.0,74.0,59.0,18.0,31.0,49.0,4,5.0,20.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000014,0,True,65,85,60,80,10,24,30,58,16.0,16.0,5.75,5.75,0,0,2,1,0,82.0,66.0,73.0,11.0,46.0,57.0,2,6.0,24.0,4.0,1,2,1,1,0,0,0,0,0,1,0,1.0
ST000015,0,True,65,85,60,80,10,24,30,58,16.0,16.0,6.75,6.75,0,0,2,1,0,67.0,70.0,68.0,18.0,31.0,49.0,4,5.0,20.0,4.0,1,2,1,1,0,0,1,0,0,0,0,1.0
ST000015,0,True,65,85,60,80,10,24,30,58,16.0,16.0,6.75,6.75,0,0,2,1,0,69.0,64.0,65.0,11.0,53.0,64.0,3,7.0,28.0,4.0,1,2,1,1,0,0,1,0,0,0,0,1.0
ST000015,0,True,65,85,60,80,10,24,30,58,16.0,16.0,6.75,6.75,0,0,2,1,0,71.0,72.0,62.0,19.0,54.0,73.0,0,8.0,32.0,4.0,1,2,1,1,0,0,1,0,0,0,0,1.0
ST000015,0,True,65,85,60,80,10,24,30,58,16.0,16.0,6.75,6.75,0,0,2,1,0,74.0,79.0,67.0,15.0,47.0,62.0,3,7.0,28.0,4.0,1,1,1,1,0,0,1,0,0,0,0,1.0
ST000016,1,True,40,65,35,60,4,16,15,40,16.0,0.0,0.0,0.0,4,4,0,1,0,43.0,47.0,50.0,8.0,17.0,25.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,0,1,0,0.0
ST000016,1,True,40,65,35,60,4,16,15,40,16.0,0.0,0.0,0.0,4,4,0,1,0,43.0,38.0,38.0,9.0,24.0,33.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,0.0
ST000016,1,True,40,65,35,60,4,16,15,40,16.0,0.0,0.0,0.0,4,4,0,1,0,51.0,48.0,43.0,6.0,29.0,35.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,0.0
ST000016,1,True,40,65,35,60,4,16,15,40,16.0,0.0,0.0,0.0,4,4,0,1,0,58.0,39.0,46.0,15.0,17.0,32.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,0.0
ST000017,1,True,65,85,60,80,10,24,30,58,16.0,16.0,7.25,7.25,0,0,2,1,0,77.0,78.0,75.0,17.0,57.0,74.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000017,1,True,65,85,60,80,10,24,30,58,16.0,16.0,7.25,7.25,0,0,2,1,0,73.0,70.0,77.0,17.0,49.0,66.0,3,7.0,28.0,4.0,1,1,1,1,0,0,1,0,0,0,0,1.0
ST000017,1,True,65,85,60,80,10,24,30,58,16.0,16.0,7.25,7.25,0,0,2,1,0,84.0,65.0,80.0,19.0,48.0,67.0,3,7.0,28.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000017,1,True,65,85,60,80,10,24,30,58,16.0,16.0,7.25,7.25,0,0,2,1,0,79.0,77.0,67.0,19.0,50.0,69.0,3,7.0,28.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000018,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.25,8.25,0,0,2,1,0,89.0,90.0,76.0,19.0,57.0,76.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000018,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.25,8.25,0,0,2,1,0,89.0,83.0,91.0,22.0,65.0,87.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000018,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.25,8.25,0,0,2,1,0,84.0,76.0,89.0,25.0,45.0,70.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000018,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.25,8.25,0,0,2,1,0,81.0,85.0,86.0,19.0,51.0,70.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000019,1,True,40,65,35,60,4,16,15,40,12.0,8.0,3.0,3.0,1,1,3,0,0,65.0,55.0,50.0,18.0,46.0,63.0,8,7.0,28.0,4.0,2,0,1,0,0,1,1,1,0,1,0,0.0
ST000019,1,True,40,65,35,60,4,16,15,40,12.0,8.0,3.0,3.0,1,1,3,1,0,52.0,35.0,44.0,7.0,36.0,43.0,7,4.0,16.0,4.0,1,0,1,1,0,1,1,1,1,1,0,1.0
ST000019,1,True,40,65,35,60,4,16,15,40,12.0,8.0,3.0,3.0,1,1,3,1,0,62.0,56.0,49.0,16.0,32.0,48.0,4,5.0,20.0,4.0,1,0,1,1,0,1,1,1,1,1,0,1.0
ST000019,1,True,40,65,35,60,4,16,15,40,12.0,8.0,3.0,3.0,1,1,3,1,0,44.0,48.0,32.0,5.0,26.0,31.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,0.0
ST000020,0,True,80,95,75,90,18,28,45,65,12.0,12.0,9.0,9.0,0,0,2,1,0,92.0,76.0,88.0,20.0,53.0,73.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000020,0,True,80,95,75,90,18,28,45,65,12.0,12.0,9.0,9.0,0,0,2,0,0,85.0,76.0,86.0,18.0,46.0,63.0,8,7.0,28.0,4.0,2,1,1,0,0,0,0,0,0,0,0,0.0
ST000020,0,True,80,95,75,90,18,28,45,65,12.0,12.0,9.0,9.0,0,0,2,1,0,87.0,81.0,75.0,28.0,62.0,90.0,6,10.0,40.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000020,0,True,80,95,75,90,18,28,45,65,12.0,12.0,9.0,9.0,0,0,2,1,0,88.0,83.0,79.0,24.0,59.0,83.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000021,0,True,65,85,60,80,10,24,30,58,16.0,16.0,7.0,7.0,0,0,2,1,0,79.0,62.0,73.0,19.0,44.0,63.0,3,7.0,28.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000021,0,True,65,85,60,80,10,24,30,58,16.0,16.0,7.0,7.0,0,0,2,1,0,74.0,61.0,74.0,14.0,50.0,64.0,3,7.0,28.0,4.0,1,2,1,1,0,0,1,0,0,0,0,1.0
ST000021,0,True,65,85,60,80,10,24,30,58,16.0,16.0,7.0,7.0,0,0,2,1,0,84.0,70.0,75.0,17.0,43.0,60.0,3,7.0,28.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000021,0,True,65,85,60,80,10,24,30,58,16.0,16.0,7.0,7.0,0,0,2,1,0,72.0,74.0,66.0,17.0,49.0,66.0,3,7.0,28.0,4.0,1,2,1,1,0,0,1,0,0,0,0,1.0
ST000022,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.5,8.5,0,0,2,1,0,91.0,89.0,82.0,25.0,60.0,85.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000022,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.5,8.5,0,0,2,1,0,87.0,80.0,91.0,19.0,63.0,82.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000022,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.5,8.5,0,0,2,1,0,91.0,84.0,81.0,27.0,46.0,73.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000022,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.5,8.5,0,0,2,1,0,92.0,76.0,84.0,28.0,51.0,79.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000023,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.75,8.75,0,0,2,1,0,87.0,83.0,85.0,26.0,65.0,91.0,6,10.0,40.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000023,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.75,8.75,0,0,2,1,0,87.0,89.0,87.0,22.0,52.0,74.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000023,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.75,8.75,0,0,2,1,0,84.0,85.0,82.0,24.0,46.0,70.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000023,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.75,8.75,0,0,2,1,0,83.0,83.0,88.0,26.0,57.0,83.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000024,0,True,55,75,50,70,8,20,25,50,12.0,12.0,6.33,6.33,0,0,2,0,0,65.0,51.0,56.0,18.0,46.0,63.0,8,7.0,28.0,4.0,2,2,1,0,0,0,1,1,0,1,0,0.0
ST000024,0,True,55,75,50,70,8,20,25,50,12.0,12.0,6.33,6.33,0,0,2,1,0,66.0,52.0,56.0,20.0,35.0,55.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,1,0,1,0,1.0
ST000024,0,True,55,75,50,70,8,20,25,50,12.0,12.0,6.33,6.33,0,0,2,1,0,56.0,52.0,54.0,20.0,35.0,55.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,1,0,1,0,1.0
ST000024,0,True,55,75,50,70,8,20,25,50,12.0,12.0,6.33,6.33,0,0,2,1,0,73.0,70.0,61.0,16.0,49.0,65.0,3,7.0,28.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000025,1,True,65,85,60,80,10,24,30,58,16.0,16.0,7.25,7.25,0,0,2,1,0,83.0,67.0,70.0,18.0,58.0,76.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000025,1,True,65,85,60,80,10,24,30,58,16.0,16.0,7.25,7.25,0,0,2,1,0,68.0,68.0,68.0,12.0,39.0,51.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,0,0,0,0,1.0
ST000025,1,True,65,85,60,80,10,24,30,58,16.0,16.0,7.25,7.25,0,0,2,1,0,82.0,67.0,73.0,22.0,58.0,80.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000025,1,True,65,85,60,80,10,24,30,58,16.0,16.0,7.25,7.25,0,0,2,1,0,76.0,66.0,61.0,18.0,32.0,50.0,2,6.0,24.0,4.0,1,2,1,1,0,0,0,0,0,0,0,1.0
ST000026,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.0,8.0,0,0,2,1,0,94.0,75.0,80.0,28.0,45.0,73.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000026,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.0,8.0,0,0,2,1,0,88.0,81.0,82.0,28.0,56.0,84.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000026,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.0,8.0,0,0,2,1,0,94.0,88.0,85.0,23.0,45.0,68.0,3,7.0,28.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000026,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.0,8.0,0,0,2,1,0,93.0,81.0,86.0,22.0,52.0,74.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000027,1,True,55,75,50,70,8,20,25,50,16.0,12.0,4.75,4.75,1,1,3,1,0,64.0,50.0,51.0,17.0,33.0,50.0,2,6.0,24.0,4.0,1,0,1,1,0,1,1,1,0,1,0,1.0
ST000027,1,True,55,75,50,70,8,20,25,50,16.0,12.0,4.75,4.75,1,1,3,1,0,63.0,63.0,50.0,8.0,25.0,33.0,5,0.0,0.0,0.0,0,2,1,1,1,1,1,0,0,1,0,0.0
ST000027,1,True,55,75,50,70,8,20,25,50,16.0,12.0,4.75,4.75,1,1,3,1,0,65.0,59.0,52.0,14.0,46.0,60.0,3,7.0,28.0,4.0,1,2,1,1,0,1,1,1,0,1,0,1.0
ST000027,1,True,55,75,50,70,8,20,25,50,16.0,12.0,4.75,4.75,1,1,3,1,0,62.0,58.0,51.0,15.0,39.0,54.0,2,6.0,24.0,4.0,1,2,1,1,0,1,1,1,0,1,0,1.0
ST000028,1,False,65,85,60,80,10,24,30,58,0.0,0.0,0.0,0.0,0,0,1,2,0,0.0,0.0,0.0,18.0,46.0,63.0,8,7.0,28.0,4.0,2,0,0,0,0,0,1,1,1,1,0,0.0
ST000029,0,True,65,85,60,80,10,24,30,58,16.0,16.0,6.0,6.0,0,0,2,1,0,66.0,63.0,54.0,20.0,43.0,63.0,3,7.0,28.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000029,0,True,65,85,60,80,10,24,30,58,16.0,16.0,6.0,6.0,0,0,2,1,0,78.0,73.0,64.0,13.0,31.0,44.0,7,4.0,16.0,4.0,1,2,1,1,0,0,0,0,0,1,0,1.0
ST000029,0,True,65,85,60,80,10,24,30,58,16.0,16.0,6.0,6.0,0,0,2,1,0,82.0,73.0,78.0,17.0,48.0,65.0,3,7.0,28.0,4.0,1,2,1,1,0,0,0,0,0,1,0,1.0
ST000029,0,True,65,85,60,80,10,24,30,58,16.0,16.0,6.0,6.0,0,0,2,1,0,71.0,63.0,69.0,15.0,35.0,50.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000030,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.25,6.25,0,0,2,1,0,72.0,65.0,76.0,15.0,37.0,52.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000030,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.25,6.25,0,0,2,1,0,76.0,65.0,78.0,22.0,51.0,73.0,0,8.0,32.0,4.0,1,2,1,1,0,0,0,0,0,1,0,1.0
ST000030,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.25,6.25,0,0,2,1,0,80.0,70.0,76.0,18.0,44.0,62.0,3,7.0,28.0,4.0,1,2,1,1,0,0,0,0,0,1,0,1.0
ST000030,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.25,6.25,0,0,2,1,0,82.0,63.0,67.0,13.0,30.0,43.0,7,4.0,16.0,4.0,1,2,1,1,0,0,0,0,0,1,0,1.0
