created_at,updated_at,profile_id,student_id,profile_name,attendance_min,attendance_max,assignment_min,assignment_max,cie_min,cie_max,see_min,see_max,dropout_probability
2026-07-30T21:22:50.601332,2026-07-30T21:22:50.601334,PRO000016,ST000016,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601337,2026-07-30T21:22:50.601339,PRO000017,ST000017,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.601342,2026-07-30T21:22:50.601344,PRO000018,ST000018,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.601347,2026-07-30T21:22:50.601349,PRO000019,ST000019,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601352,2026-07-30T21:22:50.601354,PRO000020,ST000020,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.601359,2026-07-30T21:22:50.601361,PRO000021,ST000021,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.601365,2026-07-30T21:22:50.601367,PRO000022,ST000022,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.601370,2026-07-30T21:22:50.601372,PRO000023,ST000023,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601375,2026-07-30T21:22:50.601377,PRO000024,ST000024,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.601381,2026-07-30T21:22:50.601383,PRO000025,ST000025,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.601387,2026-07-30T21:22:50.601388,PRO000026,ST000026,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.601392,2026-07-30T21:22:50.601394,PRO000027,ST000027,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601398,2026-07-30T21:22:50.601399,PRO000028,ST000028,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601403,2026-07-30T21:22:50.601404,PRO000029,ST000029,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.601408,2026-07-30T21:22:50.601409,PRO000030,ST000030,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601413,2026-07-30T21:22:50.601414,PRO000031,ST000031,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601418,2026-07-30T21:22:50.601420,PRO000032,ST000032,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.601423,2026-07-30T21:22:50.601425,PRO000033,ST000033,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601428,2026-07-30T21:22:50.601430,PRO000034,ST000034,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601433,2026-07-30T21:22:50.601435,PRO000035,ST000035,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601439,2026-07-30T21:22:50.601440,PRO000036,ST000036,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601444,2026-07-30T21:22:50.601445,PRO000037,ST000037,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601449,2026-07-30T21:22:50.601451,PRO000038,ST000038,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601454,2026-07-30T21:22:50.601456,PRO000039,ST000039,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.601459,2026-07-30T21:22:50.601461,PRO000040,ST000040,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.601465,2026-07-30T21:22:50.601466,PRO000041,ST000041,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601470,2026-07-30T21:22:50.601472,PRO000042,ST000042,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.601475,2026-07-30T21:22:50.601477,PRO000043,ST000043,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.601480,2026-07-30T21:22:50.601482,PRO000044,ST000044,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.601485,2026-07-30T21:22:50.601487,PRO000045,ST000045,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.601491,2026-07-30T21:22:50.601492,PRO000046,ST000046,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601496,2026-07-30T21:22:50.601497,PRO000047,ST000047,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601501,2026-07-30T21:22:50.601503,PRO000048,ST000048,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.601506,2026-07-30T21:22:50.601508,PRO000049,ST000049,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601513,2026-07-30T21:22:50.601515,PRO000050,ST000050,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601519,2026-07-30T21:22:50.601520,PRO000051,ST000051,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.601524,2026-07-30T21:22:50.601527,PRO000052,ST000052,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601531,2026-07-30T21:22:50.601533,PRO000053,ST000053,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.601536,2026-07-30T21:22:50.601538,PRO000054,ST000054,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601542,2026-07-30T21:22:50.601543,PRO000055,ST000055,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.601547,2026-07-30T21:22:50.601548,PRO000056,ST000056,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601552,2026-07-30T21:22:50.601554,PRO000057,ST000057,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601557,2026-07-30T21:22:50.601559,PRO000058,ST000058,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601562,2026-07-30T21:22:50.601564,PRO000059,ST000059,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.601567,2026-07-30T21:22:50.601569,PRO000060,ST000060,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601572,2026-07-30T21:22:50.601574,PRO000061,ST000061,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.601578,2026-07-30T21:22:50.601579,PRO000062,ST000062,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.601583,2026-07-30T21:22:50.601584,PRO000063,ST000063,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601588,2026-07-30T21:22:50.601590,PRO000064,ST000064,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601593,2026-07-30T21:22:50.601595,PRO000065,ST000065,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.601599,2026-07-30T21:22:50.601601,PRO000066,ST000066,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.601604,2026-07-30T21:22:50.601606,PRO000067,ST000067,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.601609,2026-07-30T21:22:50.601611,PRO000068,ST000068,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601614,2026-07-30T21:22:50.601616,PRO000069,ST000069,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601619,2026-07-30T21:22:50.601621,PRO000070,ST000070,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.601625,2026-07-30T21:22:50.601626,PRO000071,ST000071,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601630,2026-07-30T21:22:50.601632,PRO000072,ST000072,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601635,2026-07-30T21:22:50.601637,PRO000073,ST000073,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601640,2026-07-30T21:22:50.601642,PRO000074,ST000074,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601645,2026-07-30T21:22:50.601647,PRO000075,ST000075,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601653,2026-07-30T21:22:50.601654,PRO000076,ST000076,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601658,2026-07-30T21:22:50.601660,PRO000077,ST000077,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.601668,2026-07-30T21:22:50.601670,PRO000078,ST000078,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.601674,2026-07-30T21:22:50.601676,PRO000079,ST000079,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.601679,2026-07-30T21:22:50.601681,PRO000080,ST000080,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601684,2026-07-30T21:22:50.601686,PRO000081,ST000081,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.601690,2026-07-30T21:22:50.601691,PRO000082,ST000082,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601695,2026-07-30T21:22:50.601696,PRO000083,ST000083,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601700,2026-07-30T21:22:50.601702,PRO000084,ST000084,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601705,2026-07-30T21:22:50.601707,PRO000085,ST000085,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601710,2026-07-30T21:22:50.601712,PRO000086,ST000086,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601715,2026-07-30T21:22:50.601717,PRO000087,ST000087,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.601720,2026-07-30T21:22:50.601722,PRO000088,ST000088,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.601726,2026-07-30T21:22:50.601727,PRO000089,ST000089,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.601731,2026-07-30T21:22:50.601732,PRO000090,ST000090,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601736,2026-07-30T21:22:50.601738,PRO000091,ST000091,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601741,2026-07-30T21:22:50.601743,PRO000092,ST000092,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601746,2026-07-30T21:22:50.601748,PRO000093,ST000093,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.601751,2026-07-30T21:22:50.601753,PRO000094,ST000094,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601757,2026-07-30T21:22:50.601758,PRO000095,ST000095,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.601762,2026-07-30T21:22:50.601763,PRO000096,ST000096,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601767,2026-07-30T21:22:50.601768,PRO000097,ST000097,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601772,2026-07-30T21:22:50.601774,PRO000098,ST000098,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601777,2026-07-30T21:22:50.601779,PRO000099,ST000099,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.601782,2026-07-30T21:22:50.601784,PRO000100,ST000100,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.601787,2026-07-30T21:22:50.601789,PRO000101,ST000101,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601792,2026-07-30T21:22:50.601794,PRO000102,ST000102,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601797,2026-07-30T21:22:50.601801,PRO000103,ST000103,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.601805,2026-07-30T21:22:50.601806,PRO000104,ST000104,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.601810,2026-07-30T21:22:50.601812,PRO000105,ST000105,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601817,2026-07-30T21:22:50.601819,PRO000106,ST000106,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601822,2026-07-30T21:22:50.601824,PRO000107,ST000107,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601827,2026-07-30T21:22:50.601829,PRO000108,ST000108,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.601833,2026-07-30T21:22:50.601834,PRO000109,ST000109,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.601838,2026-07-30T21:22:50.601840,PRO000110,ST000110,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601843,2026-07-30T21:22:50.601845,PRO000111,ST000111,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601848,2026-07-30T21:22:50.601850,PRO000112,ST000112,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.601853,2026-07-30T21:22:50.601855,PRO000113,ST000113,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601859,2026-07-30T21:22:50.601860,PRO000114,ST000114,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.601864,2026-07-30T21:22:50.601865,PRO000115,ST000115,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601869,2026-07-30T21:22:50.601871,PRO000116,ST000116,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.601874,2026-07-30T21:22:50.601876,PRO000117,ST000117,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601879,2026-07-30T21:22:50.601881,PRO000118,ST000118,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601884,2026-07-30T21:22:50.601886,PRO000119,ST000119,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601889,2026-07-30T21:22:50.601891,PRO000120,ST000120,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.601895,2026-07-30T21:22:50.601896,PRO000121,ST000121,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601900,2026-07-30T21:22:50.601901,PRO000122,ST000122,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601905,2026-07-30T21:22:50.601906,PRO000123,ST000123,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601910,2026-07-30T21:22:50.601912,PRO000124,ST000124,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601915,2026-07-30T21:22:50.601917,PRO000125,ST000125,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601920,2026-07-30T21:22:50.601922,PRO000126,ST000126,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.601925,2026-07-30T21:22:50.601927,PRO000127,ST000127,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601930,2026-07-30T21:22:50.601932,PRO000128,ST000128,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601935,2026-07-30T21:22:50.601939,PRO000129,ST000129,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601943,2026-07-30T21:22:50.601945,PRO000130,ST000130,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601948,2026-07-30T21:22:50.601950,PRO000131,ST000131,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601953,2026-07-30T21:22:50.601955,PRO000132,ST000132,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601958,2026-07-30T21:22:50.601960,PRO000133,ST000133,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601969,2026-07-30T21:22:50.601971,PRO000134,ST000134,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601974,2026-07-30T21:22:50.601976,PRO000135,ST000135,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.601979,2026-07-30T21:22:50.601981,PRO000136,ST000136,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601984,2026-07-30T21:22:50.601986,PRO000137,ST000137,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.601989,2026-07-30T21:22:50.601991,PRO000138,ST000138,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.601996,2026-07-30T21:22:50.601998,PRO000139,ST000139,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.602005,2026-07-30T21:22:50.602007,PRO000140,ST000140,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.602013,2026-07-30T21:22:50.602014,PRO000141,ST000141,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602018,2026-07-30T21:22:50.602020,PRO000142,ST000142,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602024,2026-07-30T21:22:50.602025,PRO000143,ST000143,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602029,2026-07-30T21:22:50.602031,PRO000144,ST000144,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602034,2026-07-30T21:22:50.602036,PRO000145,ST000145,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.602039,2026-07-30T21:22:50.602041,PRO000146,ST000146,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.602044,2026-07-30T21:22:50.602046,PRO000147,ST000147,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602049,2026-07-30T21:22:50.602051,PRO000148,ST000148,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.602055,2026-07-30T21:22:50.602056,PRO000149,ST000149,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.602060,2026-07-30T21:22:50.602061,PRO000150,ST000150,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602065,2026-07-30T21:22:50.602066,PRO000151,ST000151,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602070,2026-07-30T21:22:50.602071,PRO000152,ST000152,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602075,2026-07-30T21:22:50.602076,PRO000153,ST000153,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602080,2026-07-30T21:22:50.602084,PRO000154,ST000154,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.602087,2026-07-30T21:22:50.602089,PRO000155,ST000155,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602093,2026-07-30T21:22:50.602094,PRO000156,ST000156,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602108,2026-07-30T21:22:50.602111,PRO000157,ST000157,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.602114,2026-07-30T21:22:50.602116,PRO000158,ST000158,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602119,2026-07-30T21:22:50.602121,PRO000159,ST000159,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602124,2026-07-30T21:22:50.602126,PRO000160,ST000160,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602129,2026-07-30T21:22:50.602131,PRO000161,ST000161,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602135,2026-07-30T21:22:50.602136,PRO000162,ST000162,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602142,2026-07-30T21:22:50.602144,PRO000163,ST000163,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602147,2026-07-30T21:22:50.602149,PRO000164,ST000164,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602153,2026-07-30T21:22:50.602154,PRO000165,ST000165,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602158,2026-07-30T21:22:50.602159,PRO000166,ST000166,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602163,2026-07-30T21:22:50.602165,PRO000167,ST000167,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602168,2026-07-30T21:22:50.602170,PRO000168,ST000168,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602173,2026-07-30T21:22:50.602175,PRO000169,ST000169,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602178,2026-07-30T21:22:50.602180,PRO000170,ST000170,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602183,2026-07-30T21:22:50.602185,PRO000171,ST000171,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602188,2026-07-30T21:22:50.602190,PRO000172,ST000172,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.602194,2026-07-30T21:22:50.602195,PRO000173,ST000173,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602199,2026-07-30T21:22:50.602201,PRO000174,ST000174,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602204,2026-07-30T21:22:50.602206,PRO000175,ST000175,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602209,2026-07-30T21:22:50.602211,PRO000176,ST000176,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.602214,2026-07-30T21:22:50.602216,PRO000177,ST000177,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602220,2026-07-30T21:22:50.602221,PRO000178,ST000178,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602225,2026-07-30T21:22:50.602226,PRO000179,ST000179,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602232,2026-07-30T21:22:50.602234,PRO000180,ST000180,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.602237,2026-07-30T21:22:50.602239,PRO000181,ST000181,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.602242,2026-07-30T21:22:50.602244,PRO000182,ST000182,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602247,2026-07-30T21:22:50.602249,PRO000183,ST000183,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.602252,2026-07-30T21:22:50.602254,PRO000184,ST000184,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602258,2026-07-30T21:22:50.602259,PRO000185,ST000185,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602263,2026-07-30T21:22:50.602264,PRO000186,ST000186,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602268,2026-07-30T21:22:50.602269,PRO000187,ST000187,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602273,2026-07-30T21:22:50.602274,PRO000188,ST000188,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.602278,2026-07-30T21:22:50.602279,PRO000189,ST000189,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.602283,2026-07-30T21:22:50.602284,PRO000190,ST000190,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602290,2026-07-30T21:22:50.602291,PRO000191,ST000191,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602295,2026-07-30T21:22:50.602296,PRO000192,ST000192,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602300,2026-07-30T21:22:50.602301,PRO000193,ST000193,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602305,2026-07-30T21:22:50.602306,PRO000194,ST000194,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602310,2026-07-30T21:22:50.602312,PRO000195,ST000195,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602315,2026-07-30T21:22:50.602317,PRO000196,ST000196,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602320,2026-07-30T21:22:50.602321,PRO000197,ST000197,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602325,2026-07-30T21:22:50.602326,PRO000198,ST000198,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602330,2026-07-30T21:22:50.602332,PRO000199,ST000199,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.602335,2026-07-30T21:22:50.602337,PRO000200,ST000200,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602340,2026-07-30T21:22:50.602342,PRO000201,ST000201,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602345,2026-07-30T21:22:50.602347,PRO000202,ST000202,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602350,2026-07-30T21:22:50.602352,PRO000203,ST000203,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602358,2026-07-30T21:22:50.602360,PRO000204,ST000204,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602363,2026-07-30T21:22:50.602367,PRO000205,ST000205,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602370,2026-07-30T21:22:50.602372,PRO000206,ST000206,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.602376,2026-07-30T21:22:50.602377,PRO000207,ST000207,HighRisk,20,50,20,45,0,12,0,30,0.8
