created_at,updated_at,academic_record_id,student_id,semester_id,academic_year_id,credits_registered,credits_earned,sgpa,cgpa,failed_courses,backlog_courses,semester_result
2026-07-30T21:22:50.654658,2026-07-30T21:22:50.654660,AR000028,ST000028,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.654668,2026-07-30T21:22:50.654670,AR000029,ST000029,SEM000007,AY000004,16.0,16.0,9.5,9.5,0,0,PASS
2026-07-30T21:22:50.654677,2026-07-30T21:22:50.654679,AR000030,ST000030,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.654686,2026-07-30T21:22:50.654703,AR000031,ST000031,SEM000007,AY000004,16.0,16.0,8.75,8.75,0,0,PASS
2026-07-30T21:22:50.654712,2026-07-30T21:22:50.654715,AR000032,ST000032,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.654723,2026-07-30T21:22:50.654726,AR000033,ST000033,SEM000007,AY000004,16.0,16.0,5.75,5.75,0,0,PASS
2026-07-30T21:22:50.654735,2026-07-30T21:22:50.654738,AR000034,ST000034,SEM000007,AY000004,16.0,16.0,7.25,7.25,0,0,PASS
2026-07-30T21:22:50.654747,2026-07-30T21:22:50.654749,AR000035,ST000035,SEM000007,AY000004,0,0,0.0,0.0,0,0,NOT_REGISTERED
2026-07-30T21:22:50.654759,2026-07-30T21:22:50.654762,AR000036,ST000036,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.654775,2026-07-30T21:22:50.654777,AR000037,ST000037,SEM000007,AY000004,16.0,16.0,5.75,5.75,0,0,PASS
2026-07-30T21:22:50.654787,2026-07-30T21:22:50.654789,AR000038,ST000038,SEM000007,AY000004,12.0,12.0,7.0,7.0,0,0,PASS
2026-07-30T21:22:50.654798,2026-07-30T21:22:50.654800,AR000039,ST000039,SEM000007,AY000004,12.0,12.0,5.33,5.33,0,0,PASS
2026-07-30T21:22:50.654810,2026-07-30T21:22:50.654812,AR000040,ST000040,SEM000007,AY000004,16.0,8.0,2.0,2.0,2,2,PROMOTED
2026-07-30T21:22:50.654821,2026-07-30T21:22:50.654824,AR000041,ST000041,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.654833,2026-07-30T21:22:50.654835,AR000042,ST000042,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS
2026-07-30T21:22:50.654846,2026-07-30T21:22:50.654848,AR000043,ST000043,SEM000007,AY000004,12.0,12.0,5.67,5.67,0,0,PASS
2026-07-30T21:22:50.654858,2026-07-30T21:22:50.654863,AR000044,ST000044,SEM000007,AY000004,16.0,16.0,9.5,9.5,0,0,PASS
2026-07-30T21:22:50.654872,2026-07-30T21:22:50.654875,AR000045,ST000045,SEM000007,AY000004,12.0,0.0,0.0,0.0,3,3,FAIL
2026-07-30T21:22:50.654884,2026-07-30T21:22:50.654886,AR000046,ST000046,SEM000007,AY000004,16.0,16.0,7.5,7.5,0,0,PASS
2026-07-30T21:22:50.654900,2026-07-30T21:22:50.654903,AR000047,ST000047,SEM000007,AY000004,16.0,16.0,8.5,8.5,0,0,PASS
2026-07-30T21:22:50.654912,2026-07-30T21:22:50.654915,AR000048,ST000048,SEM000007,AY000004,16.0,16.0,5.5,5.5,0,0,PASS
2026-07-30T21:22:50.654924,2026-07-30T21:22:50.654926,AR000049,ST000049,SEM000007,AY000004,16.0,16.0,5.5,5.5,0,0,PASS
2026-07-30T21:22:50.654935,2026-07-30T21:22:50.654938,AR000050,ST000050,SEM000007,AY000004,8.0,8.0,8.0,8.0,0,0,PASS
2026-07-30T21:22:50.654947,2026-07-30T21:22:50.654949,AR000051,ST000051,SEM000007,AY000004,16.0,12.0,3.5,3.5,1,1,PROMOTED
2026-07-30T21:22:50.654963,2026-07-30T21:22:50.654965,AR000052,ST000052,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.654975,2026-07-30T21:22:50.654977,AR000053,ST000053,SEM000007,AY000004,12.0,8.0,3.67,3.67,1,1,PROMOTED
2026-07-30T21:22:50.654987,2026-07-30T21:22:50.654989,AR000054,ST000054,SEM000007,AY000004,16.0,16.0,7.25,7.25,0,0,PASS
2026-07-30T21:22:50.654998,2026-07-30T21:22:50.655001,AR000055,ST000055,SEM000007,AY000004,12.0,0.0,0.0,0.0,3,3,FAIL
2026-07-30T21:22:50.655010,2026-07-30T21:22:50.655013,AR000056,ST000056,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.655022,2026-07-30T21:22:50.655024,AR000057,ST000057,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.655033,2026-07-30T21:22:50.655035,AR000058,ST000058,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.655045,2026-07-30T21:22:50.655047,AR000059,ST000059,SEM000007,AY000004,12.0,12.0,4.33,4.33,0,0,PASS
2026-07-30T21:22:50.655057,2026-07-30T21:22:50.655059,AR000060,ST000060,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.655069,2026-07-30T21:22:50.655071,AR000061,ST000061,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS
2026-07-30T21:22:50.655080,2026-07-30T21:22:50.655083,AR000062,ST000062,SEM000007,AY000004,16.0,4.0,1.5,1.5,3,3,FAIL
2026-07-30T21:22:50.655092,2026-07-30T21:22:50.655094,AR000063,ST000063,SEM000007,AY000004,12.0,12.0,8.0,8.0,0,0,PASS
2026-07-30T21:22:50.655115,2026-07-30T21:22:50.655118,AR000064,ST000064,SEM000007,AY000004,16.0,16.0,7.0,7.0,0,0,PASS
2026-07-30T21:22:50.655131,2026-07-30T21:22:50.655133,AR000065,ST000065,SEM000007,AY000004,12.0,8.0,3.0,3.0,1,1,PROMOTED
2026-07-30T21:22:50.655146,2026-07-30T21:22:50.655149,AR000066,ST000066,SEM000007,AY000004,16.0,12.0,3.25,3.25,1,1,PROMOTED
2026-07-30T21:22:50.655161,2026-07-30T21:22:50.655164,AR000067,ST000067,SEM000007,AY000004,16.0,0.0,0.0,0.0,4,4,FAIL
2026-07-30T21:22:50.655187,2026-07-30T21:22:50.655192,AR000068,ST000068,SEM000007,AY000004,16.0,16.0,7.25,7.25,0,0,PASS
2026-07-30T21:22:50.655210,2026-07-30T21:22:50.655215,AR000069,ST000069,SEM000007,AY000004,16.0,16.0,8.75,8.75,0,0,PASS
2026-07-30T21:22:50.655257,2026-07-30T21:22:50.655266,AR000070,ST000070,SEM000007,AY000004,16.0,16.0,9.5,9.5,0,0,PASS
2026-07-30T21:22:50.655286,2026-07-30T21:22:50.655293,AR000071,ST000071,SEM000007,AY000004,16.0,16.0,5.5,5.5,0,0,PASS
2026-07-30T21:22:50.655315,2026-07-30T21:22:50.655320,AR000072,ST000072,SEM000007,AY000004,16.0,16.0,8.5,8.5,0,0,PASS
2026-07-30T21:22:50.655344,2026-07-30T21:22:50.655350,AR000073,ST000073,SEM000007,AY000004,12.0,12.0,6.0,6.0,0,0,PASS
2026-07-30T21:22:50.655374,2026-07-30T21:22:50.655378,AR000074,ST000074,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.655400,2026-07-30T21:22:50.655406,AR000075,ST000075,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.655424,2026-07-30T21:22:50.655428,AR000076,ST000076,SEM000007,AY000004,16.0,16.0,6.0,6.0,0,0,PASS
2026-07-30T21:22:50.655450,2026-07-30T21:22:50.655454,AR000077,ST000077,SEM000007,AY000004,16.0,8.0,2.75,2.75,2,2,PROMOTED
2026-07-30T21:22:50.655488,2026-07-30T21:22:50.655496,AR000078,ST000078,SEM000007,AY000004,16.0,4.0,1.25,1.25,3,3,FAIL
2026-07-30T21:22:50.655594,2026-07-30T21:22:50.655600,AR000079,ST000079,SEM000007,AY000004,16.0,0.0,0.0,0.0,4,4,FAIL
2026-07-30T21:22:50.655619,2026-07-30T21:22:50.655623,AR000080,ST000080,SEM000007,AY000004,16.0,16.0,7.75,7.75,0,0,PASS
2026-07-30T21:22:50.655642,2026-07-30T21:22:50.655647,AR000081,ST000081,SEM000007,AY000004,16.0,8.0,2.5,2.5,2,2,PROMOTED
2026-07-30T21:22:50.655694,2026-07-30T21:22:50.655699,AR000082,ST000082,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.655724,2026-07-30T21:22:50.655729,AR000083,ST000083,SEM000007,AY000004,16.0,16.0,7.25,7.25,0,0,PASS
2026-07-30T21:22:50.655759,2026-07-30T21:22:50.655764,AR000084,ST000084,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.655786,2026-07-30T21:22:50.655791,AR000085,ST000085,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.655825,2026-07-30T21:22:50.655830,AR000086,ST000086,SEM000007,AY000004,16.0,16.0,7.0,7.0,0,0,PASS
2026-07-30T21:22:50.655912,2026-07-30T21:22:50.655916,AR000087,ST000087,SEM000007,AY000004,16.0,16.0,9.5,9.5,0,0,PASS
2026-07-30T21:22:50.655946,2026-07-30T21:22:50.655950,AR000088,ST000088,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS
2026-07-30T21:22:50.655969,2026-07-30T21:22:50.655974,AR000089,ST000089,SEM000007,AY000004,8.0,0.0,0.0,0.0,2,2,PROMOTED
2026-07-30T21:22:50.655991,2026-07-30T21:22:50.655995,AR000090,ST000090,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.656016,2026-07-30T21:22:50.656021,AR000091,ST000091,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.656039,2026-07-30T21:22:50.656043,AR000092,ST000092,SEM000007,AY000004,12.0,12.0,8.67,8.67,0,0,PASS
2026-07-30T21:22:50.656065,2026-07-30T21:22:50.656072,AR000093,ST000093,SEM000007,AY000004,12.0,12.0,6.0,6.0,0,0,PASS
2026-07-30T21:22:50.656090,2026-07-30T21:22:50.656094,AR000094,ST000094,SEM000007,AY000004,16.0,16.0,8.75,8.75,0,0,PASS
2026-07-30T21:22:50.656201,2026-07-30T21:22:50.656221,AR000095,ST000095,SEM000007,AY000004,12.0,4.0,1.33,1.33,2,2,PROMOTED
2026-07-30T21:22:50.656252,2026-07-30T21:22:50.656256,AR000096,ST000096,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.656276,2026-07-30T21:22:50.656280,AR000097,ST000097,SEM000007,AY000004,16.0,16.0,7.75,7.75,0,0,PASS
2026-07-30T21:22:50.656298,2026-07-30T21:22:50.656302,AR000098,ST000098,SEM000007,AY000004,16.0,16.0,6.0,6.0,0,0,PASS
2026-07-30T21:22:50.656319,2026-07-30T21:22:50.656324,AR000099,ST000099,SEM000007,AY000004,12.0,0.0,0.0,0.0,3,3,FAIL
2026-07-30T21:22:50.656345,2026-07-30T21:22:50.656349,AR000100,ST000100,SEM000007,AY000004,12.0,12.0,5.67,5.67,0,0,PASS
2026-07-30T21:22:50.656366,2026-07-30T21:22:50.656370,AR000101,ST000101,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.656386,2026-07-30T21:22:50.656390,AR000102,ST000102,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.656404,2026-07-30T21:22:50.656408,AR000103,ST000103,SEM000007,AY000004,16.0,16.0,9.0,9.0,0,0,PASS
2026-07-30T21:22:50.656423,2026-07-30T21:22:50.656426,AR000104,ST000104,SEM000007,AY000004,0,0,0.0,0.0,0,0,NOT_REGISTERED
2026-07-30T21:22:50.656443,2026-07-30T21:22:50.656447,AR000105,ST000105,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.656465,2026-07-30T21:22:50.656470,AR000106,ST000106,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.656487,2026-07-30T21:22:50.656491,AR000107,ST000107,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.656509,2026-07-30T21:22:50.656512,AR000108,ST000108,SEM000007,AY000004,8.0,0.0,0.0,0.0,2,2,PROMOTED
2026-07-30T21:22:50.656533,2026-07-30T21:22:50.656537,AR000109,ST000109,SEM000007,AY000004,16.0,0.0,0.0,0.0,4,4,FAIL
2026-07-30T21:22:50.656575,2026-07-30T21:22:50.656581,AR000110,ST000110,SEM000007,AY000004,16.0,16.0,8.5,8.5,0,0,PASS
2026-07-30T21:22:50.656614,2026-07-30T21:22:50.656620,AR000111,ST000111,SEM000007,AY000004,16.0,16.0,6.0,6.0,0,0,PASS
2026-07-30T21:22:50.656676,2026-07-30T21:22:50.656682,AR000112,ST000112,SEM000007,AY000004,16.0,12.0,3.5,3.5,1,1,PROMOTED
2026-07-30T21:22:50.656702,2026-07-30T21:22:50.656706,AR000113,ST000113,SEM000007,AY000004,16.0,16.0,8.0,8.0,0,0,PASS
2026-07-30T21:22:50.656726,2026-07-30T21:22:50.656731,AR000114,ST000114,SEM000007,AY000004,16.0,16.0,9.5,9.5,0,0,PASS
2026-07-30T21:22:50.656753,2026-07-30T21:22:50.656758,AR000115,ST000115,SEM000007,AY000004,16.0,16.0,8.5,8.5,0,0,PASS
2026-07-30T21:22:50.656780,2026-07-30T21:22:50.656783,AR000116,ST000116,SEM000007,AY000004,16.0,8.0,2.75,2.75,2,2,PROMOTED
2026-07-30T21:22:50.656795,2026-07-30T21:22:50.656797,AR000117,ST000117,SEM000007,AY000004,16.0,16.0,7.5,7.5,0,0,PASS
2026-07-30T21:22:50.656809,2026-07-30T21:22:50.656812,AR000118,ST000118,SEM000007,AY000004,16.0,16.0,5.5,5.5,0,0,PASS
2026-07-30T21:22:50.656823,2026-07-30T21:22:50.656826,AR000119,ST000119,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.656838,2026-07-30T21:22:50.656840,AR000120,ST000120,SEM000007,AY000004,16.0,8.0,2.75,2.75,2,2,PROMOTED
2026-07-30T21:22:50.656855,2026-07-30T21:22:50.656858,AR000121,ST000121,SEM000007,AY000004,12.0,12.0,8.67,8.67,0,0,PASS
2026-07-30T21:22:50.656878,2026-07-30T21:22:50.656882,AR000122,ST000122,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.656898,2026-07-30T21:22:50.656905,AR000123,ST000123,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.656931,2026-07-30T21:22:50.656936,AR000124,ST000124,SEM000007,AY000004,16.0,16.0,6.0,6.0,0,0,PASS
2026-07-30T21:22:50.656954,2026-07-30T21:22:50.656959,AR000125,ST000125,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.656976,2026-07-30T21:22:50.656980,AR000126,ST000126,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.657000,2026-07-30T21:22:50.657006,AR000127,ST000127,SEM000007,AY000004,16.0,16.0,8.75,8.75,0,0,PASS
2026-07-30T21:22:50.657034,2026-07-30T21:22:50.657037,AR000128,ST000128,SEM000007,AY000004,16.0,16.0,8.5,8.5,0,0,PASS
2026-07-30T21:22:50.657049,2026-07-30T21:22:50.657051,AR000129,ST000129,SEM000007,AY000004,12.0,12.0,6.33,6.33,0,0,PASS
2026-07-30T21:22:50.657063,2026-07-30T21:22:50.657065,AR000130,ST000130,SEM000007,AY000004,16.0,16.0,8.5,8.5,0,0,PASS
2026-07-30T21:22:50.657076,2026-07-30T21:22:50.657078,AR000131,ST000131,SEM000007,AY000004,12.0,12.0,6.33,6.33,0,0,PASS
2026-07-30T21:22:50.657089,2026-07-30T21:22:50.657091,AR000132,ST000132,SEM000007,AY000004,16.0,16.0,7.0,7.0,0,0,PASS
2026-07-30T21:22:50.657113,2026-07-30T21:22:50.657116,AR000133,ST000133,SEM000007,AY000004,16.0,16.0,8.5,8.5,0,0,PASS
2026-07-30T21:22:50.657127,2026-07-30T21:22:50.657129,AR000134,ST000134,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.657140,2026-07-30T21:22:50.657142,AR000135,ST000135,SEM000007,AY000004,12.0,12.0,5.67,5.67,0,0,PASS
2026-07-30T21:22:50.657153,2026-07-30T21:22:50.657155,AR000136,ST000136,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.657166,2026-07-30T21:22:50.657169,AR000137,ST000137,SEM000007,AY000004,16.0,16.0,7.75,7.75,0,0,PASS
2026-07-30T21:22:50.657179,2026-07-30T21:22:50.657182,AR000138,ST000138,SEM000007,AY000004,12.0,12.0,6.33,6.33,0,0,PASS
2026-07-30T21:22:50.657192,2026-07-30T21:22:50.657195,AR000139,ST000139,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS
2026-07-30T21:22:50.657206,2026-07-30T21:22:50.657209,AR000140,ST000140,SEM000007,AY000004,12.0,0.0,0.0,0.0,3,3,FAIL
2026-07-30T21:22:50.657219,2026-07-30T21:22:50.657222,AR000141,ST000141,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.657232,2026-07-30T21:22:50.657235,AR000142,ST000142,SEM000007,AY000004,16.0,16.0,8.0,8.0,0,0,PASS
2026-07-30T21:22:50.657245,2026-07-30T21:22:50.657248,AR000143,ST000143,SEM000007,AY000004,12.0,12.0,5.67,5.67,0,0,PASS
2026-07-30T21:22:50.657263,2026-07-30T21:22:50.657267,AR000144,ST000144,SEM000007,AY000004,16.0,16.0,8.5,8.5,0,0,PASS
2026-07-30T21:22:50.657277,2026-07-30T21:22:50.657280,AR000145,ST000145,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS
2026-07-30T21:22:50.657291,2026-07-30T21:22:50.657304,AR000146,ST000146,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS
2026-07-30T21:22:50.657315,2026-07-30T21:22:50.657318,AR000147,ST000147,SEM000007,AY000004,16.0,16.0,8.75,8.75,0,0,PASS
2026-07-30T21:22:50.657329,2026-07-30T21:22:50.657331,AR000148,ST000148,SEM000007,AY000004,16.0,16.0,9.5,9.5,0,0,PASS
2026-07-30T21:22:50.657343,2026-07-30T21:22:50.657346,AR000149,ST000149,SEM000007,AY000004,12.0,4.0,1.33,1.33,2,2,PROMOTED
2026-07-30T21:22:50.657361,2026-07-30T21:22:50.657364,AR000150,ST000150,SEM000007,AY000004,16.0,16.0,8.75,8.75,0,0,PASS
2026-07-30T21:22:50.657375,2026-07-30T21:22:50.657378,AR000151,ST000151,SEM000007,AY000004,16.0,16.0,5.0,5.0,0,0,PASS
2026-07-30T21:22:50.657388,2026-07-30T21:22:50.657391,AR000152,ST000152,SEM000007,AY000004,16.0,16.0,5.75,5.75,0,0,PASS
2026-07-30T21:22:50.657400,2026-07-30T21:22:50.657403,AR000153,ST000153,SEM000007,AY000004,0,0,0.0,0.0,0,0,NOT_REGISTERED
2026-07-30T21:22:50.657423,2026-07-30T21:22:50.657428,AR000154,ST000154,SEM000007,AY000004,8.0,0.0,0.0,0.0,2,2,PROMOTED
2026-07-30T21:22:50.657448,2026-07-30T21:22:50.657451,AR000155,ST000155,SEM000007,AY000004,12.0,12.0,6.0,6.0,0,0,PASS
2026-07-30T21:22:50.657462,2026-07-30T21:22:50.657464,AR000156,ST000156,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.657474,2026-07-30T21:22:50.657477,AR000157,ST000157,SEM000007,AY000004,16.0,16.0,9.5,9.5,0,0,PASS
2026-07-30T21:22:50.657488,2026-07-30T21:22:50.657491,AR000158,ST000158,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.657502,2026-07-30T21:22:50.657505,AR000159,ST000159,SEM000007,AY000004,16.0,16.0,7.5,7.5,0,0,PASS
2026-07-30T21:22:50.657516,2026-07-30T21:22:50.657518,AR000160,ST000160,SEM000007,AY000004,16.0,8.0,2.0,2.0,2,2,PROMOTED
2026-07-30T21:22:50.657529,2026-07-30T21:22:50.657532,AR000161,ST000161,SEM000007,AY000004,16.0,16.0,8.0,8.0,0,0,PASS
2026-07-30T21:22:50.657543,2026-07-30T21:22:50.657545,AR000162,ST000162,SEM000007,AY000004,16.0,16.0,5.75,5.75,0,0,PASS
2026-07-30T21:22:50.657556,2026-07-30T21:22:50.657558,AR000163,ST000163,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.657569,2026-07-30T21:22:50.657572,AR000164,ST000164,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.657583,2026-07-30T21:22:50.657585,AR000165,ST000165,SEM000007,AY000004,12.0,12.0,6.33,6.33,0,0,PASS
2026-07-30T21:22:50.657596,2026-07-30T21:22:50.657598,AR000166,ST000166,SEM000007,AY000004,16.0,12.0,4.5,4.5,1,1,PROMOTED
2026-07-30T21:22:50.657609,2026-07-30T21:22:50.657612,AR000167,ST000167,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.657622,2026-07-30T21:22:50.657625,AR000168,ST000168,SEM000007,AY000004,16.0,16.0,7.25,7.25,0,0,PASS
2026-07-30T21:22:50.657655,2026-07-30T21:22:50.657659,AR000169,ST000169,SEM000007,AY000004,12.0,12.0,5.33,5.33,0,0,PASS
2026-07-30T21:22:50.657673,2026-07-30T21:22:50.657676,AR000170,ST000170,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.657697,2026-07-30T21:22:50.657701,AR000171,ST000171,SEM000007,AY000004,16.0,16.0,7.25,7.25,0,0,PASS
2026-07-30T21:22:50.657719,2026-07-30T21:22:50.657723,AR000172,ST000172,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS
2026-07-30T21:22:50.657737,2026-07-30T21:22:50.657740,AR000173,ST000173,SEM000007,AY000004,12.0,12.0,6.33,6.33,0,0,PASS
2026-07-30T21:22:50.657754,2026-07-30T21:22:50.657758,AR000174,ST000174,SEM000007,AY000004,16.0,16.0,8.75,8.75,0,0,PASS
2026-07-30T21:22:50.657776,2026-07-30T21:22:50.657780,AR000175,ST000175,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.657794,2026-07-30T21:22:50.657797,AR000176,ST000176,SEM000007,AY000004,12.0,0.0,0.0,0.0,3,3,FAIL
2026-07-30T21:22:50.657811,2026-07-30T21:22:50.657815,AR000177,ST000177,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.657832,2026-07-30T21:22:50.657836,AR000178,ST000178,SEM000007,AY000004,16.0,16.0,8.75,8.75,0,0,PASS
