created_at,updated_at,registration_id,student_id,course_offering_id,mentor_id,registration_status,is_repeat,attendance_percentage,assignment_completion,lms_activity_score
2026-07-30T21:22:50.605163,2026-07-30T21:22:50.605166,REG000015,ST000004,CO000027,MN000012,REGISTERED,False,72,67,80
2026-07-30T21:22:50.605173,2026-07-30T21:22:50.605176,REG000016,ST000004,CO000028,MN000013,REGISTERED,False,80,62,72
2026-07-30T21:22:50.605184,2026-07-30T21:22:50.605187,REG000017,ST000005,CO000025,MN000010,REGISTERED,False,84,76,82
2026-07-30T21:22:50.605199,2026-07-30T21:22:50.605202,REG000018,ST000005,CO000026,MN000011,REGISTERED,False,89,75,84
2026-07-30T21:22:50.605209,2026-07-30T21:22:50.605211,REG000019,ST000005,CO000027,MN000012,REGISTERED,False,95,88,91
2026-07-30T21:22:50.605219,2026-07-30T21:22:50.605221,REG000020,ST000005,CO000028,MN000013,REGISTERED,False,84,87,92
2026-07-30T21:22:50.605230,2026-07-30T21:22:50.605232,REG000021,ST000006,CO000025,MN000010,REGISTERED,False,81,78,72
2026-07-30T21:22:50.605240,2026-07-30T21:22:50.605242,REG000022,ST000006,CO000026,MN000011,REGISTERED,False,95,75,84
2026-07-30T21:22:50.605250,2026-07-30T21:22:50.605252,REG000023,ST000006,CO000027,MN000012,REGISTERED,False,88,88,83
2026-07-30T21:22:50.605260,2026-07-30T21:22:50.605262,REG000024,ST000006,CO000028,MN000013,REGISTERED,False,94,90,91
2026-07-30T21:22:50.605271,2026-07-30T21:22:50.605273,REG000025,ST000007,CO000025,MN000010,REGISTERED,False,89,80,81
2026-07-30T21:22:50.605281,2026-07-30T21:22:50.605284,REG000026,ST000007,CO000026,MN000011,REGISTERED,False,87,81,77
2026-07-30T21:22:50.605295,2026-07-30T21:22:50.605297,REG000027,ST000007,CO000027,MN000012,REGISTERED,False,84,85,84
2026-07-30T21:22:50.605306,2026-07-30T21:22:50.605308,REG000028,ST000007,CO000028,MN000013,REGISTERED,False,91,78,85
2026-07-30T21:22:50.605316,2026-07-30T21:22:50.605319,REG000029,ST000008,CO000025,MN000010,CANCELLED,False,83,84,80
2026-07-30T21:22:50.605329,2026-07-30T21:22:50.605334,REG000030,ST000008,CO000026,MN000011,REGISTERED,False,95,78,92
2026-07-30T21:22:50.605344,2026-07-30T21:22:50.605347,REG000031,ST000008,CO000027,MN000012,REGISTERED,False,95,75,81
2026-07-30T21:22:50.605359,2026-07-30T21:22:50.605364,REG000032,ST000008,CO000028,MN000013,REGISTERED,False,88,81,78
2026-07-30T21:22:50.605391,2026-07-30T21:22:50.605396,REG000033,ST000009,CO000025,MN000010,REGISTERED,False,68,65,53
2026-07-30T21:22:50.605416,2026-07-30T21:22:50.605421,REG000034,ST000009,CO000026,MN000011,REGISTERED,False,85,80,76
2026-07-30T21:22:50.605433,2026-07-30T21:22:50.605437,REG000035,ST000009,CO000027,MN000012,CANCELLED,False,79,62,67
2026-07-30T21:22:50.605449,2026-07-30T21:22:50.605453,REG000036,ST000009,CO000028,MN000013,REGISTERED,False,74,68,62
2026-07-30T21:22:50.605481,2026-07-30T21:22:50.605487,REG000037,ST000010,CO000025,MN000010,REGISTERED,False,85,78,79
2026-07-30T21:22:50.605541,2026-07-30T21:22:50.605556,REG000038,ST000010,CO000026,MN000011,REGISTERED,False,77,75,72
2026-07-30T21:22:50.605579,2026-07-30T21:22:50.605583,REG000039,ST000010,CO000027,MN000012,REGISTERED,False,73,68,77
2026-07-30T21:22:50.605596,2026-07-30T21:22:50.605599,REG000040,ST000010,CO000028,MN000013,REGISTERED,False,85,76,72
2026-07-30T21:22:50.605618,2026-07-30T21:22:50.605623,REG000041,ST000011,CO000025,MN000010,REGISTERED,False,46,48,42
2026-07-30T21:22:50.605639,2026-07-30T21:22:50.605642,REG000042,ST000011,CO000026,MN000011,REGISTERED,False,53,50,48
2026-07-30T21:22:50.605653,2026-07-30T21:22:50.605657,REG000043,ST000011,CO000027,MN000012,CANCELLED,False,59,50,44
2026-07-30T21:22:50.605670,2026-07-30T21:22:50.605674,REG000044,ST000011,CO000028,MN000013,REGISTERED,False,41,39,49
2026-07-30T21:22:50.605690,2026-07-30T21:22:50.605694,REG000045,ST000012,CO000025,MN000010,REGISTERED,False,95,76,92
2026-07-30T21:22:50.605708,2026-07-30T21:22:50.605711,REG000046,ST000012,CO000026,MN000011,REGISTERED,False,93,82,90
2026-07-30T21:22:50.605720,2026-07-30T21:22:50.605724,REG000047,ST000012,CO000027,MN000012,REGISTERED,False,87,79,86
2026-07-30T21:22:50.605733,2026-07-30T21:22:50.605736,REG000048,ST000012,CO000028,MN000013,REGISTERED,False,89,83,75
2026-07-30T21:22:50.605766,2026-07-30T21:22:50.605770,REG000049,ST000013,CO000025,MN000010,REGISTERED,False,98,98,87
2026-07-30T21:22:50.605782,2026-07-30T21:22:50.605786,REG000050,ST000013,CO000026,MN000011,REGISTERED,False,100,91,96
2026-07-30T21:22:50.605797,2026-07-30T21:22:50.605801,REG000051,ST000013,CO000027,MN000012,REGISTERED,False,100,98,98
2026-07-30T21:22:50.605815,2026-07-30T21:22:50.605819,REG000052,ST000013,CO000028,MN000013,REGISTERED,False,100,98,85
2026-07-30T21:22:50.605836,2026-07-30T21:22:50.605841,REG000053,ST000014,CO000025,MN000010,REGISTERED,False,89,76,81
2026-07-30T21:22:50.605859,2026-07-30T21:22:50.605864,REG000054,ST000014,CO000026,MN000011,REGISTERED,True,91,86,89
2026-07-30T21:22:50.605877,2026-07-30T21:22:50.605880,REG000055,ST000014,CO000027,MN000012,REGISTERED,False,84,87,83
2026-07-30T21:22:50.605895,2026-07-30T21:22:50.605899,REG000056,ST000014,CO000028,MN000013,REGISTERED,False,92,87,77
2026-07-30T21:22:50.605917,2026-07-30T21:22:50.605920,REG000057,ST000015,CO000025,MN000010,REGISTERED,False,66,63,55
2026-07-30T21:22:50.605932,2026-07-30T21:22:50.605936,REG000058,ST000015,CO000026,MN000011,REGISTERED,False,69,61,65
2026-07-30T21:22:50.605948,2026-07-30T21:22:50.605953,REG000059,ST000015,CO000027,MN000012,REGISTERED,False,84,74,71
2026-07-30T21:22:50.605963,2026-07-30T21:22:50.605966,REG000060,ST000015,CO000028,MN000013,REGISTERED,False,77,78,78
2026-07-30T21:22:50.605980,2026-07-30T21:22:50.605984,REG000061,ST000016,CO000025,MN000010,REGISTERED,False,82,77,75
2026-07-30T21:22:50.605994,2026-07-30T21:22:50.606011,REG000062,ST000016,CO000026,MN000011,REGISTERED,False,83,71,74
2026-07-30T21:22:50.606023,2026-07-30T21:22:50.606027,REG000063,ST000016,CO000027,MN000012,REGISTERED,False,70,60,70
2026-07-30T21:22:50.606038,2026-07-30T21:22:50.606042,REG000064,ST000016,CO000028,MN000013,REGISTERED,False,67,63,67
2026-07-30T21:22:50.606055,2026-07-30T21:22:50.606059,REG000065,ST000017,CO000025,MN000010,REGISTERED,False,52,37,48
2026-07-30T21:22:50.606076,2026-07-30T21:22:50.606081,REG000066,ST000017,CO000026,MN000011,REGISTERED,False,55,47,42
2026-07-30T21:22:50.606093,2026-07-30T21:22:50.606095,REG000067,ST000017,CO000027,MN000012,REGISTERED,False,58,45,47
2026-07-30T21:22:50.606131,2026-07-30T21:22:50.606135,REG000068,ST000017,CO000028,MN000013,CANCELLED,False,60,49,49
2026-07-30T21:22:50.606154,2026-07-30T21:22:50.606158,REG000069,ST000018,CO000025,MN000010,REGISTERED,False,93,92,95
2026-07-30T21:22:50.606169,2026-07-30T21:22:50.606172,REG000070,ST000018,CO000026,MN000011,REGISTERED,False,93,91,94
2026-07-30T21:22:50.606181,2026-07-30T21:22:50.606184,REG000071,ST000018,CO000027,MN000012,REGISTERED,False,96,91,85
2026-07-30T21:22:50.606194,2026-07-30T21:22:50.606197,REG000072,ST000018,CO000028,MN000013,REGISTERED,False,97,92,87
2026-07-30T21:22:50.606207,2026-07-30T21:22:50.606210,REG000073,ST000019,CO000025,MN000010,REGISTERED,False,80,70,77
2026-07-30T21:22:50.606218,2026-07-30T21:22:50.606221,REG000074,ST000019,CO000026,MN000011,REGISTERED,False,69,64,76
2026-07-30T21:22:50.606230,2026-07-30T21:22:50.606232,REG000075,ST000019,CO000027,MN000012,REGISTERED,False,69,63,58
2026-07-30T21:22:50.606241,2026-07-30T21:22:50.606244,REG000076,ST000019,CO000028,MN000013,REGISTERED,False,67,70,67
2026-07-30T21:22:50.606254,2026-07-30T21:22:50.606257,REG000077,ST000020,CO000025,MN000010,REGISTERED,False,69,59,62
2026-07-30T21:22:50.606267,2026-07-30T21:22:50.606270,REG000078,ST000020,CO000026,MN000011,REGISTERED,False,69,67,59
2026-07-30T21:22:50.606279,2026-07-30T21:22:50.606282,REG000079,ST000020,CO000027,MN000012,REGISTERED,False,64,59,59
2026-07-30T21:22:50.606291,2026-07-30T21:22:50.606294,REG000080,ST000020,CO000028,MN000013,REGISTERED,False,66,67,54
2026-07-30T21:22:50.606304,2026-07-30T21:22:50.606307,REG000081,ST000021,CO000025,MN000010,REGISTERED,True,42,40,32
2026-07-30T21:22:50.606316,2026-07-30T21:22:50.606319,REG000082,ST000021,CO000026,MN000011,REGISTERED,False,40,42,40
2026-07-30T21:22:50.606328,2026-07-30T21:22:50.606331,REG000083,ST000021,CO000027,MN000012,REGISTERED,False,48,38,42
2026-07-30T21:22:50.606365,2026-07-30T21:22:50.606371,REG000084,ST000021,CO000028,MN000013,REGISTERED,False,62,59,48
2026-07-30T21:22:50.606397,2026-07-30T21:22:50.606400,REG000085,ST000022,CO000025,MN000010,REGISTERED,False,98,99,90
2026-07-30T21:22:50.606410,2026-07-30T21:22:50.606412,REG000086,ST000022,CO000026,MN000011,REGISTERED,False,92,96,87
2026-07-30T21:22:50.606422,2026-07-30T21:22:50.606425,REG000087,ST000022,CO000027,MN000012,REGISTERED,False,97,92,100
2026-07-30T21:22:50.606438,2026-07-30T21:22:50.606441,REG000088,ST000022,CO000028,MN000013,REGISTERED,False,96,92,96
2026-07-30T21:22:50.606452,2026-07-30T21:22:50.606454,REG000089,ST000023,CO000025,MN000010,REGISTERED,False,71,62,68
2026-07-30T21:22:50.606463,2026-07-30T21:22:50.606466,REG000090,ST000023,CO000026,MN000011,REGISTERED,False,85,65,71
2026-07-30T21:22:50.606478,2026-07-30T21:22:50.606482,REG000091,ST000023,CO000027,MN000012,REGISTERED,False,73,70,78
2026-07-30T21:22:50.606492,2026-07-30T21:22:50.606499,REG000092,ST000023,CO000028,MN000013,REGISTERED,False,78,68,75
2026-07-30T21:22:50.606521,2026-07-30T21:22:50.606529,REG000093,ST000024,CO000025,MN000010,REGISTERED,False,97,95,90
2026-07-30T21:22:50.606542,2026-07-30T21:22:50.606545,REG000094,ST000024,CO000026,MN000011,REGISTERED,False,90,93,88
2026-07-30T21:22:50.606554,2026-07-30T21:22:50.606557,REG000095,ST000024,CO000027,MN000012,REGISTERED,False,94,96,98
2026-07-30T21:22:50.606566,2026-07-30T21:22:50.606569,REG000096,ST000024,CO000028,MN000013,REGISTERED,False,91,95,85
2026-07-30T21:22:50.606589,2026-07-30T21:22:50.606594,REG000097,ST000025,CO000025,MN000010,REGISTERED,False,40,32,32
2026-07-30T21:22:50.606616,2026-07-30T21:22:50.606620,REG000098,ST000025,CO000026,MN000011,REGISTERED,False,43,26,34
2026-07-30T21:22:50.606630,2026-07-30T21:22:50.606633,REG000099,ST000025,CO000027,MN000012,CANCELLED,False,46,45,31
2026-07-30T21:22:50.606652,2026-07-30T21:22:50.606657,REG000100,ST000025,CO000028,MN000013,REGISTERED,False,39,22,26
2026-07-30T21:22:50.606681,2026-07-30T21:22:50.606685,REG000101,ST000026,CO000025,MN000010,REGISTERED,True,20,23,5
2026-07-30T21:22:50.606695,2026-07-30T21:22:50.606697,REG000102,ST000026,CO000026,MN000011,CANCELLED,False,33,28,25
2026-07-30T21:22:50.606706,2026-07-30T21:22:50.606712,REG000103,ST000026,CO000027,MN000012,CANCELLED,False,22,20,29
2026-07-30T21:22:50.606731,2026-07-30T21:22:50.606736,REG000104,ST000026,CO000028,MN000013,REGISTERED,False,46,33,34
2026-07-30T21:22:50.606753,2026-07-30T21:22:50.606757,REG000105,ST000027,CO000025,MN000010,REGISTERED,False,92,80,82
2026-07-30T21:22:50.606773,2026-07-30T21:22:50.606777,REG000106,ST000027,CO000026,MN000011,REGISTERED,False,95,80,80
2026-07-30T21:22:50.606791,2026-07-30T21:22:50.606796,REG000107,ST000027,CO000027,MN000012,REGISTERED,False,84,81,71
2026-07-30T21:22:50.606810,2026-07-30T21:22:50.606814,REG000108,ST000027,CO000028,MN000013,REGISTERED,False,82,81,90
2026-07-30T21:22:50.606830,2026-07-30T21:22:50.606835,REG000109,ST000028,CO000025,MN000010,REGISTERED,False,75,65,70
2026-07-30T21:22:50.606851,2026-07-30T21:22:50.606856,REG000110,ST000028,CO000026,MN000011,REGISTERED,False,85,65,76
2026-07-30T21:22:50.606870,2026-07-30T21:22:50.606874,REG000111,ST000028,CO000027,MN000012,REGISTERED,False,67,61,66
2026-07-30T21:22:50.606888,2026-07-30T21:22:50.606892,REG000112,ST000028,CO000028,MN000013,REGISTERED,False,69,67,70
2026-07-30T21:22:50.606909,2026-07-30T21:22:50.606920,REG000113,ST000029,CO000025,MN000010,REGISTERED,False,94,93,91
2026-07-30T21:22:50.606936,2026-07-30T21:22:50.606940,REG000114,ST000029,CO000026,MN000011,REGISTERED,False,99,96,87
2026-07-30T21:22:50.606955,2026-07-30T21:22:50.606960,REG000115,ST000029,CO000027,MN000012,REGISTERED,False,90,93,91
2026-07-30T21:22:50.606976,2026-07-30T21:22:50.606981,REG000116,ST000029,CO000028,MN000013,REGISTERED,False,97,90,98
2026-07-30T21:22:50.606999,2026-07-30T21:22:50.607005,REG000117,ST000030,CO000025,MN000010,REGISTERED,False,80,81,78
2026-07-30T21:22:50.607022,2026-07-30T21:22:50.607027,REG000118,ST000030,CO000026,MN000011,REGISTERED,False,84,78,73
2026-07-30T21:22:50.607044,2026-07-30T21:22:50.607048,REG000119,ST000030,CO000027,MN000012,REGISTERED,False,85,79,92
2026-07-30T21:22:50.607062,2026-07-30T21:22:50.607067,REG000120,ST000030,CO000028,MN000013,REGISTERED,False,81,86,81
2026-07-30T21:22:50.607085,2026-07-30T21:22:50.607090,REG000121,ST000031,CO000025,MN000010,REGISTERED,False,83,77,81
2026-07-30T21:22:50.607120,2026-07-30T21:22:50.607127,REG000122,ST000031,CO000026,MN000011,REGISTERED,False,86,79,84
2026-07-30T21:22:50.607144,2026-07-30T21:22:50.607148,REG000123,ST000031,CO000027,MN000012,REGISTERED,False,92,88,85
2026-07-30T21:22:50.607168,2026-07-30T21:22:50.607177,REG000124,ST000031,CO000028,MN000013,REGISTERED,False,81,85,81
2026-07-30T21:22:50.607192,2026-07-30T21:22:50.607196,REG000125,ST000032,CO000025,MN000010,REGISTERED,False,70,61,64
2026-07-30T21:22:50.607209,2026-07-30T21:22:50.607213,REG000126,ST000032,CO000026,MN000011,REGISTERED,False,70,66,59
2026-07-30T21:22:50.607230,2026-07-30T21:22:50.607235,REG000127,ST000032,CO000027,MN000012,REGISTERED,False,64,63,62
2026-07-30T21:22:50.607250,2026-07-30T21:22:50.607255,REG000128,ST000032,CO000028,MN000013,REGISTERED,False,74,65,60
2026-07-30T21:22:50.607272,2026-07-30T21:22:50.607277,REG000129,ST000033,CO000025,MN000010,REGISTERED,False,69,64,57
2026-07-30T21:22:50.607293,2026-07-30T21:22:50.607298,REG000130,ST000033,CO000026,MN000011,REGISTERED,False,83,80,74
2026-07-30T21:22:50.607354,2026-07-30T21:22:50.607359,REG000131,ST000033,CO000027,MN000012,REGISTERED,False,78,67,70
2026-07-30T21:22:50.607374,2026-07-30T21:22:50.607379,REG000132,ST000033,CO000028,MN000013,REGISTERED,False,77,71,77
2026-07-30T21:22:50.607423,2026-07-30T21:22:50.607431,REG000133,ST000034,CO000025,MN000010,REGISTERED,False,76,70,66
2026-07-30T21:22:50.607454,2026-07-30T21:22:50.607460,REG000134,ST000034,CO000026,MN000011,REGISTERED,False,78,65,71
2026-07-30T21:22:50.607480,2026-07-30T21:22:50.607486,REG000135,ST000034,CO000027,MN000012,REGISTERED,False,82,70,76
2026-07-30T21:22:50.607509,2026-07-30T21:22:50.607517,REG000136,ST000034,CO000028,MN000013,REGISTERED,False,74,77,69
2026-07-30T21:22:50.607542,2026-07-30T21:22:50.607548,REG000137,ST000036,CO000025,MN000010,REGISTERED,False,76,69,78
2026-07-30T21:22:50.607568,2026-07-30T21:22:50.607574,REG000138,ST000036,CO000026,MN000011,REGISTERED,False,65,69,70
2026-07-30T21:22:50.607595,2026-07-30T21:22:50.607615,REG000139,ST000036,CO000027,MN000012,REGISTERED,False,65,64,55
2026-07-30T21:22:50.607658,2026-07-30T21:22:50.607666,REG000140,ST000036,CO000028,MN000013,REGISTERED,False,83,79,79
2026-07-30T21:22:50.607701,2026-07-30T21:22:50.607708,REG000141,ST000037,CO000025,MN000010,REGISTERED,False,81,64,70
2026-07-30T21:22:50.607732,2026-07-30T21:22:50.607740,REG000142,ST000037,CO000026,MN000011,REGISTERED,False,84,77,73
2026-07-30T21:22:50.607765,2026-07-30T21:22:50.607773,REG000143,ST000037,CO000027,MN000012,REGISTERED,False,73,63,79
2026-07-30T21:22:50.607800,2026-07-30T21:22:50.607807,REG000144,ST000037,CO000028,MN000013,REGISTERED,False,78,66,80
2026-07-30T21:22:50.607833,2026-07-30T21:22:50.607840,REG000145,ST000038,CO000025,MN000010,REGISTERED,False,77,78,62
2026-07-30T21:22:50.607864,2026-07-30T21:22:50.607873,REG000146,ST000038,CO000026,MN000011,REGISTERED,False,74,64,66
2026-07-30T21:22:50.607896,2026-07-30T21:22:50.607904,REG000147,ST000038,CO000027,MN000012,CANCELLED,False,79,64,72
2026-07-30T21:22:50.607927,2026-07-30T21:22:50.607935,REG000148,ST000038,CO000028,MN000013,REGISTERED,False,65,61,62
2026-07-30T21:22:50.607962,2026-07-30T21:22:50.607969,REG000149,ST000039,CO000025,MN000010,CANCELLED,False,75,63,61
2026-07-30T21:22:50.607993,2026-07-30T21:22:50.608000,REG000150,ST000039,CO000026,MN000011,REGISTERED,False,65,54,65
2026-07-30T21:22:50.608023,2026-07-30T21:22:50.608030,REG000151,ST000039,CO000027,MN000012,REGISTERED,False,64,63,64
2026-07-30T21:22:50.608052,2026-07-30T21:22:50.608059,REG000152,ST000039,CO000028,MN000013,REGISTERED,False,68,65,65
2026-07-30T21:22:50.608083,2026-07-30T21:22:50.608089,REG000153,ST000040,CO000025,MN000010,REGISTERED,True,53,54,39
2026-07-30T21:22:50.608129,2026-07-30T21:22:50.608137,REG000154,ST000040,CO000026,MN000011,REGISTERED,False,60,59,45
2026-07-30T21:22:50.608167,2026-07-30T21:22:50.608174,REG000155,ST000040,CO000027,MN000012,REGISTERED,False,41,36,41
2026-07-30T21:22:50.608197,2026-07-30T21:22:50.608204,REG000156,ST000040,CO000028,MN000013,REGISTERED,False,54,51,46
2026-07-30T21:22:50.608228,2026-07-30T21:22:50.608235,REG000157,ST000041,CO000025,MN000010,REGISTERED,False,65,64,65
2026-07-30T21:22:50.608258,2026-07-30T21:22:50.608265,REG000158,ST000041,CO000026,MN000011,REGISTERED,False,83,68,72
2026-07-30T21:22:50.608288,2026-07-30T21:22:50.608295,REG000159,ST000041,CO000027,MN000012,REGISTERED,False,80,63,69
2026-07-30T21:22:50.608318,2026-07-30T21:22:50.608325,REG000160,ST000041,CO000028,MN000013,REGISTERED,False,79,80,67
2026-07-30T21:22:50.608349,2026-07-30T21:22:50.608356,REG000161,ST000042,CO000025,MN000010,REGISTERED,False,90,94,100
2026-07-30T21:22:50.608379,2026-07-30T21:22:50.608385,REG000162,ST000042,CO000026,MN000011,REGISTERED,False,100,90,90
2026-07-30T21:22:50.608408,2026-07-30T21:22:50.608415,REG000163,ST000042,CO000027,MN000012,REGISTERED,False,91,91,98
2026-07-30T21:22:50.608444,2026-07-30T21:22:50.608456,REG000164,ST000042,CO000028,MN000013,REGISTERED,False,97,93,87
2026-07-30T21:22:50.608481,2026-07-30T21:22:50.608488,REG000165,ST000043,CO000025,MN000010,REGISTERED,False,63,51,54
2026-07-30T21:22:50.608511,2026-07-30T21:22:50.608517,REG000166,ST000043,CO000026,MN000011,CANCELLED,False,67,68,58
2026-07-30T21:22:50.608540,2026-07-30T21:22:50.608547,REG000167,ST000043,CO000027,MN000012,REGISTERED,False,60,51,63
2026-07-30T21:22:50.608569,2026-07-30T21:22:50.608576,REG000168,ST000043,CO000028,MN000013,REGISTERED,False,61,56,53
2026-07-30T21:22:50.608600,2026-07-30T21:22:50.608608,REG000169,ST000044,CO000025,MN000010,REGISTERED,False,99,94,98
2026-07-30T21:22:50.608631,2026-07-30T21:22:50.608638,REG000170,ST000044,CO000026,MN000011,REGISTERED,False,94,90,94
2026-07-30T21:22:50.608677,2026-07-30T21:22:50.608682,REG000171,ST000044,CO000027,MN000012,REGISTERED,False,91,96,100
2026-07-30T21:22:50.608698,2026-07-30T21:22:50.608703,REG000172,ST000044,CO000028,MN000013,REGISTERED,False,94,96,95
2026-07-30T21:22:50.608720,2026-07-30T21:22:50.608725,REG000173,ST000045,CO000025,MN000010,REGISTERED,True,20,25,10
2026-07-30T21:22:50.608742,2026-07-30T21:22:50.608747,REG000174,ST000045,CO000026,MN000011,REGISTERED,True,32,26,30
2026-07-30T21:22:50.608763,2026-07-30T21:22:50.608768,REG000175,ST000045,CO000027,MN000012,CANCELLED,False,32,26,33
2026-07-30T21:22:50.608784,2026-07-30T21:22:50.608789,REG000176,ST000045,CO000028,MN000013,REGISTERED,False,34,39,20
2026-07-30T21:22:50.608806,2026-07-30T21:22:50.608811,REG000177,ST000046,CO000025,MN000010,REGISTERED,False,74,66,73
2026-07-30T21:22:50.608826,2026-07-30T21:22:50.608831,REG000178,ST000046,CO000026,MN000011,REGISTERED,False,85,70,70
2026-07-30T21:22:50.608848,2026-07-30T21:22:50.608853,REG000179,ST000046,CO000027,MN000012,REGISTERED,False,65,63,52
2026-07-30T21:22:50.608869,2026-07-30T21:22:50.608874,REG000180,ST000046,CO000028,MN000013,REGISTERED,True,78,70,72
2026-07-30T21:22:50.608893,2026-07-30T21:22:50.608898,REG000181,ST000047,CO000025,MN000010,REGISTERED,False,83,86,83
2026-07-30T21:22:50.608914,2026-07-30T21:22:50.608919,REG000182,ST000047,CO000026,MN000011,REGISTERED,False,83,83,81
2026-07-30T21:22:50.608935,2026-07-30T21:22:50.608941,REG000183,ST000047,CO000027,MN000012,REGISTERED,False,80,77,82
2026-07-30T21:22:50.608957,2026-07-30T21:22:50.608962,REG000184,ST000047,CO000028,MN000013,REGISTERED,False,82,80,92
2026-07-30T21:22:50.608980,2026-07-30T21:22:50.608985,REG000185,ST000048,CO000025,MN000010,REGISTERED,False,69,54,62
2026-07-30T21:22:50.609001,2026-07-30T21:22:50.609006,REG000186,ST000048,CO000026,MN000011,REGISTERED,False,64,56,49
2026-07-30T21:22:50.609022,2026-07-30T21:22:50.609028,REG000187,ST000048,CO000027,MN000012,REGISTERED,True,64,68,59
2026-07-30T21:22:50.609045,2026-07-30T21:22:50.609050,REG000188,ST000048,CO000028,MN000013,REGISTERED,False,60,50,50
2026-07-30T21:22:50.609067,2026-07-30T21:22:50.609072,REG000189,ST000049,CO000025,MN000010,REGISTERED,False,74,61,71
2026-07-30T21:22:50.609093,2026-07-30T21:22:50.609111,REG000190,ST000049,CO000026,MN000011,REGISTERED,False,80,80,67
2026-07-30T21:22:50.609129,2026-07-30T21:22:50.609134,REG000191,ST000049,CO000027,MN000012,REGISTERED,False,79,74,75
2026-07-30T21:22:50.609150,2026-07-30T21:22:50.609155,REG000192,ST000049,CO000028,MN000013,REGISTERED,False,69,67,70
2026-07-30T21:22:50.609173,2026-07-30T21:22:50.609178,REG000193,ST000050,CO000025,MN000010,CANCELLED,False,70,63,59
2026-07-30T21:22:50.609195,2026-07-30T21:22:50.609200,REG000194,ST000050,CO000026,MN000011,CANCELLED,False,79,70,80
2026-07-30T21:22:50.609216,2026-07-30T21:22:50.609221,REG000195,ST000050,CO000027,MN000012,REGISTERED,False,71,65,64
2026-07-30T21:22:50.609244,2026-07-30T21:22:50.609264,REG000196,ST000050,CO000028,MN000013,REGISTERED,False,82,79,76
2026-07-30T21:22:50.609282,2026-07-30T21:22:50.609287,REG000197,ST000051,CO000025,MN000010,REGISTERED,False,53,52,45
2026-07-30T21:22:50.609303,2026-07-30T21:22:50.609308,REG000198,ST000051,CO000026,MN000011,REGISTERED,False,47,52,47
2026-07-30T21:22:50.609324,2026-07-30T21:22:50.609329,REG000199,ST000051,CO000027,MN000012,REGISTERED,False,40,44,28
2026-07-30T21:22:50.609345,2026-07-30T21:22:50.609350,REG000200,ST000051,CO000028,MN000013,REGISTERED,False,53,52,47
2026-07-30T21:22:50.609368,2026-07-30T21:22:50.609373,REG000201,ST000052,CO000025,MN000010,REGISTERED,False,91,89,82
2026-07-30T21:22:50.609390,2026-07-30T21:22:50.609395,REG000202,ST000052,CO000026,MN000011,REGISTERED,False,80,82,84
2026-07-30T21:22:50.609411,2026-07-30T21:22:50.609416,REG000203,ST000052,CO000027,MN000012,REGISTERED,False,81,84,76
2026-07-30T21:22:50.609432,2026-07-30T21:22:50.609437,REG000204,ST000052,CO000028,MN000013,REGISTERED,False,95,88,89
2026-07-30T21:22:50.609455,2026-07-30T21:22:50.609460,REG000205,ST000053,CO000025,MN000010,REGISTERED,False,56,58,45
2026-07-30T21:22:50.609476,2026-07-30T21:22:50.609481,REG000206,ST000053,CO000026,MN000011,CANCELLED,False,54,43,39
2026-07-30T21:22:50.609498,2026-07-30T21:22:50.609503,REG000207,ST000053,CO000027,MN000012,REGISTERED,False,55,57,48
